id,sector,title,name,type,chef,address,lat,lng,date,area,user_score,review_cnt
1,성시경의먹을텐데,성시경의먹을텐데,전원식당,"두루치기, 된장찌개",,,,,2026-02-01,속초,4.0,10
2,성시경의먹을텐데,성시경의먹을텐데,화진호 이선장네,"생선조림, 가자미",,,,,2026-02-01,속초,4.4,6
3,성시경의먹을텐데,성시경의먹을텐데,별미순대국,순대국,,,,,2026-02-01,춘천,4.0,3
4,성시경의먹을텐데,성시경의먹을텐데,별미순대국,"순대, 순대국",,,,,2026-02-01,속초,4.3,2
5,성시경의먹을텐데,성시경의먹을텐데,판부두루치기염소탕,"두루치기, 김치두루치기",,,,,2026-02-01,원주,4.5,1
6,성시경의먹을텐데,성시경의먹을텐데,갓냉이국수,"버섯전골, 한우버섯전골",,,,,2026-02-01,철원,2.3,3
